employee_id,first_name,last_name,gender,aadhaar_id,pan_id,state,city,region,hiredate,department,job_title,education_level,salary,performance_rating,overtime,company_name,birthdate,termdate
00-84371711,Aadi,Modi,Female,543106987205,ACVQM0269P,Uttar Pradesh,Noida,North,2022-04-15,Customer Service,Support Executive,Bachelor,92257,Good,Yes,Paytm,1965-11-25,2022-10-12
00-25503345,Qushi,Nagy,Male,874186256527,BLGVO1606Z,Karnataka,Bengaluru,South,2018-06-19,Operations,Logistics Coordinator,Bachelor,118112,Satisfactory,No,Flipkart,2000-07-22,2024-12-17
00-65564347,Riya,Kala,Female,906868793741,KWAON5919O,Tamil Nadu,Coimbatore,South,2024-07-05,Operations,Logistics Coordinator,Bachelor,85565,Needs Improvement,No,Wipro,1973-10-21,2025-01-01
00-32436477,Omkaar,Chad,Female,306163294511,KKIHL8765N,Telangana,Hyderabad,South,2024-04-13,Operations,Logistics Coordinator,Bachelor,81418,Good,No,TCS,1970-01-02,2024-10-10
00-65625517,Gautami,Chander,Female,291485646799,MEKQR4386B,Karnataka,Mysuru,South,2017-10-25,Sales,Sales Representative,Bachelor,68352,Excellent,Yes,Zomato,1968-04-26,2018-04-23
00-73782705,Wahab,Mukherjee,Male,154447132475,HKQEF8778B,Uttar Pradesh,Lucknow,North,2024-03-22,IT,IT Support Specialist,High School,110315,Satisfactory,No,Flipkart,1989-09-23,2024-09-18
00-31336920,Rushil,Din,Female,728902330307,BJFJM3962P,Uttar Pradesh,Noida,North,2016-01-09,Sales,Sales Representative,Bachelor,126257,Good,No,BYJU'S,1995-09-24,2022-03-08
00-69874989,Yash,Soman,Male,955241406029,UFFFF6589V,Karnataka,Mysuru,South,2017-08-11,IT,Software Engineer,Bachelor,138983,Good,Yes,Infosys,1969-05-01,2019-06-20
00-73632249,Elijah,Shah,Male,134944665743,MRVKC5683U,Tamil Nadu,Coimbatore,South,2024-05-31,HR,Recruiter,High School,80485,Excellent,No,BYJU'S,1990-09-01,2024-11-27
00-91745321,Robert,Rajagopalan,Female,815454443283,XUUPR6769I,Karnataka,Bengaluru,South,2017-06-29,Sales,Sales Specialist,Bachelor,69244,Needs Improvement,Yes,L&T,1995-05-08,2017-12-26
00-64304344,Yagnesh,Divan,Male,453875842824,CDGVT1630L,Karnataka,Mangaluru,South,2018-08-27,Customer Service,Support Executive,High School,59344,Excellent,No,HDFC Bank,1997-02-27,2020-08-25
00-51216287,Abdul,Chhabra,Female,649471709991,MFDRN4819K,Maharashtra,Pune,West,2019-10-11,Customer Service,Customer Service Manager,Master,107502,Good,No,L&T,1978-04-20,2020-04-08
00-86424055,Theodore,Goda,Male,352175250074,FUOEU7144N,Delhi,Dwarka,North,2023-10-20,Operations,Logistics Coordinator,Bachelor,141125,Satisfactory,No,Tech Mahindra,1972-10-05,2024-04-17
00-61447859,Zarna,Shetty,Male,450583003354,DJPEV2275K,Tamil Nadu,Chennai,South,2015-01-19,Sales,Sales Representative,Bachelor,144292,Good,Yes,L&T,1996-12-07,2017-11-21
00-27956913,Zaid,Dara,Female,632603323098,EJQAW2509V,Maharashtra,Pune,West,2018-06-16,Sales,Sales Specialist,PhD,141566,Good,No,TCS,1983-10-21,2021-08-31
00-97720360,Ucchal,Wali,Female,267618472304,KCNQS4856J,Karnataka,Mysuru,South,2023-12-26,Sales,Sales Representative,Bachelor,63776,Good,No,TCS,1970-02-03,2024-06-23
00-24262473,Edhitha,Savant,Female,583564208737,IARXV6105X,Gujarat,Surat,West,2020-08-11,Operations,Inventory Specialist,Bachelor,85794,Satisfactory,No,Zomato,1969-08-03,2023-08-25
00-23594977,Yamini,Sandhu,Female,844701204556,TCTBW6134T,Maharashtra,Pune,West,2023-10-30,Customer Service,Support Specialist,High School,83991,Excellent,No,Reliance,2004-07-17,2024-04-27
00-22475714,Sanaya,Dutt,Male,316674676212,SBYEK5861M,Maharashtra,Nagpur,West,2018-09-28,Sales,Sales Specialist,Master,106793,Good,No,Ola Cabs,1978-03-23,2019-03-27
00-58130331,Vaishnavi,Sengupta,Male,871670145089,SFYWN6647P,Tamil Nadu,Madurai,South,2021-04-05,Marketing,Digital Marketing Associate,Bachelor,83983,Satisfactory,No,ICICI Bank,1973-03-10,2021-10-02
00-99081734,Yug,Malhotra,Male,389002877217,IIHNO3804S,Uttar Pradesh,Noida,North,2022-10-06,Operations,Inventory Specialist,Bachelor,116558,Good,No,Tech Mahindra,2004-09-26,2023-07-05
00-21813825,Vedhika,Khare,Male,617016608801,UZQXO6438H,Maharashtra,Pune,West,2023-04-10,Operations,Logistics Coordinator,Bachelor,129236,Good,Yes,Paytm,2000-03-09,2023-10-07
00-70996586,Faras,Mangal,Female,671130554885,SBEDS7161M,Telangana,Warangal,South,2018-03-27,Customer Service,Help Desk Technician,High School,117154,Excellent,Yes,HDFC Bank,1994-11-22,2022-12-31
00-71343676,Gautami,Nagarajan,Male,616091779827,ATOLP9796F,West Bengal,Asansol,East,2023-11-22,Customer Service,Support Specialist,Bachelor,92671,Satisfactory,Yes,Zomato,1979-06-01,2024-05-20
00-27231111,Faris,Devi,Female,966934654722,KSTHS8796G,Maharashtra,Nagpur,West,2016-02-25,Operations,Logistics Coordinator,Bachelor,97501,Good,No,HDFC Bank,2001-04-20,2021-03-02
00-93774355,Leela,Dua,Female,328851587996,RXNWK0130B,Telangana,Hyderabad,South,2022-09-15,Customer Service,Help Desk Technician,High School,102829,Good,No,HDFC Bank,1996-01-28,2023-03-14
00-45833216,Devansh,Sachdeva,Male,542043805719,WTWTO2772V,Karnataka,Bengaluru,South,2022-05-29,Sales,Sales Representative,Bachelor,90434,Satisfactory,No,Infosys,1978-06-21,2022-11-25
00-61215153,Unnati,Sagar,Female,900439735989,FSFLZ0971B,Telangana,Warangal,South,2018-01-23,Operations,Logistics Coordinator,Bachelor,97715,Satisfactory,Yes,L&T,1990-03-23,2023-12-31
00-47461811,Osha,Ramachandran,Male,394057202590,UQVHU5075F,Telangana,Warangal,South,2020-11-26,IT,IT Support Specialist,Bachelor,81382,Satisfactory,No,Flipkart,1980-04-03,2021-05-25
00-19150490,Anmol,Rai,Female,788615335554,FTNZV9064U,Delhi,Rohini,North,2023-06-23,IT,Software Engineer,Bachelor,78223,Satisfactory,No,BYJU'S,1978-02-24,2023-12-20
00-93366885,Indira,Misra,Male,661648408588,LBXFN9195A,Maharashtra,Pune,West,2017-10-02,Operations,Logistics Coordinator,Bachelor,66286,Satisfactory,Yes,HCL Technologies,1991-09-25,2018-03-31
00-18787479,Oni,Yohannan,Female,713861207501,BEGBV9444K,Gujarat,Surat,West,2017-09-30,Sales,Sales Representative,Bachelor,83992,Satisfactory,Yes,Infosys,1992-08-20,2024-06-14
00-62278055,Thomas,Sura,Male,290158144914,TLKRM5137R,Karnataka,Mangaluru,South,2022-03-21,Customer Service,Support Specialist,High School,53930,Good,Yes,Reliance,2005-04-27,2022-09-17
00-95100169,Rajata,Sunder,Male,188210099688,YHTXI4651H,Maharashtra,Nagpur,West,2017-01-11,Sales,Sales Specialist,PhD,110816,Satisfactory,No,BYJU'S,1964-07-03,2020-07-04
00-43922427,Gayathri,Ravel,Male,187814141397,YJRGH0143V,Maharashtra,Nagpur,West,2017-09-21,Finance,Accounts Payable Specialist,Bachelor,87125,Satisfactory,No,Reliance,1991-03-18,2019-07-09
00-88405961,Unni,Datta,Male,662053364525,WMJHO1688E,Delhi,Rohini,North,2017-12-23,Sales,Sales Specialist,PhD,103569,Good,Yes,Flipkart,1970-02-06,2019-01-19
00-36364647,Avi,Ramesh,Female,208099693084,OZMUJ2772O,Telangana,Hyderabad,South,2017-08-04,Sales,Sales Specialist,Bachelor,66682,Good,No,Flipkart,1975-03-10,2022-10-02
00-78506338,Avi,Chacko,Female,903928272299,RZTMJ2403B,Maharashtra,Nagpur,West,2016-08-22,Customer Service,Support Executive,High School,106019,Excellent,Yes,HCL Technologies,1993-08-18,2022-12-09
00-37752746,Krishna,Shenoy,Male,777005184498,OJJPX0292M,Tamil Nadu,Madurai,South,2020-03-07,Sales,Sales Representative,Bachelor,115950,Good,No,ICICI Bank,2000-07-29,2020-09-03
00-56309454,Abha,Raghavan,Male,182723184322,EPVRK3164S,Maharashtra,Pune,West,2019-04-30,IT,Software Engineer,Master,124938,Satisfactory,No,Wipro,1974-05-15,2022-12-08
00-96873663,Suhani,Narain,Male,402992280920,EXNKZ6878C,Telangana,Warangal,South,2023-05-03,Sales,Sales Specialist,Master,56829,Good,Yes,HDFC Bank,1996-01-24,2023-10-30
00-70291054,Ladli,Mall,Male,823692929842,SILPF3128Q,Maharashtra,Pune,West,2021-10-01,Sales,Sales Specialist,Master,118295,Good,No,HCL Technologies,2000-08-09,2022-03-30
00-66343932,Oviya,Krishnan,Male,379908811729,OAYRL4864Z,Telangana,Hyderabad,South,2023-10-31,Operations,Logistics Coordinator,Bachelor,74506,Good,Yes,Tech Mahindra,1978-11-25,2024-04-28
00-61168696,Upma,Bahl,Female,724731498643,ATANN3284D,Karnataka,Mangaluru,South,2018-09-30,Finance,Financial Analyst,PhD,77373,Good,No,Wipro,1978-01-18,2019-03-29
00-67186360,Charles,Palla,Female,586959463688,MJOGH3778V,Uttar Pradesh,Kanpur,North,2022-03-23,Finance,Accounts Payable Specialist,Bachelor,90515,Good,Yes,TCS,1990-01-31,2023-04-01
00-40839382,Ekapad,Baria,Female,238658902601,VMPCG3679M,Maharashtra,Mumbai,West,2019-10-02,Operations,Inventory Specialist,Bachelor,76556,Good,Yes,BYJU'S,1976-12-20,2020-10-21
00-98070348,Yug,Iyengar,Male,377038430988,SPRJR9023V,Karnataka,Mangaluru,South,2020-11-02,Sales,Sales Representative,Bachelor,68724,Good,Yes,L&T,1990-07-07,2021-05-01
00-64418707,Michael,Khare,Female,111848955439,ZLKAE5553D,Maharashtra,Pune,West,2020-02-16,Operations,Logistics Coordinator,Bachelor,131620,Good,No,Ola Cabs,1967-10-13,2023-08-22
00-78892172,Ishwar,Kamdar,Male,869735779071,GJUFS8435W,Uttar Pradesh,Lucknow,North,2024-06-18,IT,Software Engineer,Bachelor,98632,Satisfactory,No,Paytm,1998-08-16,2024-12-15
00-45346197,Aahana,Pillay,Female,751827553942,YRXMF7822H,Gujarat,Vadodara,West,2017-03-03,Operations,Inventory Specialist,High School,67458,Good,Yes,Paytm,1987-11-02,2021-07-22
00-93026670,Ishwar,Gade,Female,217908075957,XWOHE7537E,Karnataka,Bengaluru,South,2018-12-18,Marketing,Content Creator,High School,70534,Satisfactory,Yes,Infosys,1986-10-02,2019-06-16
00-80563016,Hritik,Bal,Male,908562718750,AFPIP2524T,Telangana,Hyderabad,South,2023-12-05,Sales,Sales Specialist,PhD,124830,Good,No,ICICI Bank,1982-02-07,2024-06-02
00-59113508,Keya,Ranganathan,Female,465564729293,VSUOW1874A,West Bengal,Asansol,East,2017-12-09,Marketing,Marketing Manager,Bachelor,119184,Good,No,Wipro,1982-02-21,2021-09-14
00-66575546,Rushil,Borra,Male,957448906120,FGVCT2358L,Delhi,Dwarka,North,2020-08-04,Operations,Inventory Specialist,High School,130893,Good,Yes,Infosys,1995-11-26,2021-01-31
00-65265613,Xavier,Chaudry,Female,924558771694,MYWQY4649C,Tamil Nadu,Madurai,South,2016-09-11,Operations,Logistics Coordinator,Bachelor,80837,Satisfactory,No,Wipro,1980-08-23,2023-02-26
00-56120632,Charvi,Dara,Male,549647598762,EASRY7011C,Maharashtra,Nagpur,West,2017-10-17,Customer Service,Support Executive,High School,101995,Good,Yes,Tech Mahindra,1997-05-19,2018-04-15
00-83609531,Benjamin,Palan,Male,911492164334,LDNEA3984R,Maharashtra,Pune,West,2016-07-13,IT,Software Engineer,Master,108038,Good,Yes,Reliance,1990-06-16,2023-02-27
00-83624500,Kamala,Biswas,Male,896884578317,IKEAN7125W,Gujarat,Vadodara,West,2019-07-04,Operations,Logistics Coordinator,Bachelor,89399,Good,No,Tech Mahindra,1981-11-27,2021-04-01
00-74030858,Harita,Arora,Female,593085368663,ETKJG4279Z,Gujarat,Vadodara,West,2017-11-06,Operations,Logistics Coordinator,Bachelor,118689,Good,No,Zomato,1984-07-05,2022-11-18
00-46489118,Vrishti,Cherian,Male,563122417974,SMIDZ0921O,Telangana,Nizamabad,South,2017-06-07,HR,HR Assistant,High School,132649,Good,No,Zomato,1971-09-05,2018-06-16
00-11101134,Janaki,Sharaf,Female,173564757051,VYBUB4188A,Karnataka,Bengaluru,South,2017-09-15,Sales,Business Development Executive,Master,86383,Good,No,TCS,1966-12-05,2020-08-07
00-43415162,Radhika,Goda,Male,403718376452,QBYNG6188G,Karnataka,Bengaluru,South,2018-09-25,Customer Service,Support Specialist,High School,119711,Good,No,TCS,1999-03-29,2023-01-31
00-41670798,Anamika,Yohannan,Female,124916300979,EUGMR3970L,Telangana,Hyderabad,South,2021-10-09,Operations,Logistics Coordinator,Bachelor,99048,Good,Yes,HCL Technologies,1999-04-06,2022-11-25
00-30658582,Udyati,Sarin,Male,373585730652,GBSOO4553O,Gujarat,Vadodara,West,2022-10-28,Customer Service,Help Desk Technician,Bachelor,80304,Excellent,No,Reliance,1978-01-20,2023-04-26
00-90353461,Amrita,Naidu,Male,282744857086,TWQJQ3098G,Gujarat,Surat,West,2024-11-06,Operations,Inventory Specialist,High School,79187,Needs Improvement,Yes,Flipkart,1971-01-06,2025-05-05
00-76779917,Gabriel,Mallick,Male,556511810220,FMCOV6572L,West Bengal,Kolkata,East,2022-11-17,Operations,Operations Analyst,Bachelor,82393,Good,Yes,HDFC Bank,1995-11-15,2023-05-16
00-91329718,Yagnesh,Shetty,Male,471705865094,NTVCF5123G,Telangana,Warangal,South,2022-07-27,Sales,Business Development Executive,Master,59145,Satisfactory,Yes,Flipkart,1967-10-13,2024-07-15
00-98164473,Ladli,Nayar,Female,986195761228,KIEZL3393L,Maharashtra,Nagpur,West,2017-01-11,Marketing,SEO Specialist,High School,78079,Satisfactory,No,L&T,1973-07-07,2017-09-02
00-94992144,Ekta,Gopal,Male,498368457760,SZPNZ3328A,Maharashtra,Mumbai,West,2019-06-27,Finance,Financial Analyst,Master,105993,Good,Yes,Ola Cabs,1972-05-15,2019-12-24
00-47038339,Isha,Kuruvilla,Male,999210752245,XGGHO5203P,Gujarat,Vadodara,West,2024-05-04,Operations,Inventory Specialist,High School,127885,Good,No,Wipro,1982-06-07,2024-10-31
00-75535348,Anya,Anne,Female,509610556613,TWYQQ0535K,Delhi,Dwarka,North,2023-07-08,Sales,Sales Representative,Bachelor,65294,Good,No,Flipkart,2003-09-26,2024-01-04
00-39634895,Rayaan,Chada,Male,899813646225,COBKC5711R,Maharashtra,Mumbai,West,2017-03-29,Marketing,Digital Marketing Associate,Bachelor,116317,Good,No,HDFC Bank,2002-04-12,2017-09-25
00-75479608,Niharika,Suresh,Female,998331465911,RLJIP0396Z,Maharashtra,Mumbai,West,2019-07-22,Customer Service,Customer Service Manager,Master,84332,Satisfactory,Yes,Tech Mahindra,1994-11-15,2021-11-04
00-93642093,Wridesh,Soni,Female,435211039240,IUHMI7257R,Telangana,Hyderabad,South,2017-08-24,Operations,Logistics Coordinator,Bachelor,60856,Satisfactory,No,Tech Mahindra,1983-09-26,2018-02-20
00-93623280,Vritti,Sem,Male,169804204394,BRAKH8680U,Maharashtra,Mumbai,West,2022-10-16,Sales,Sales Representative,Bachelor,81608,Excellent,No,L&T,1995-01-03,2023-04-14
00-41026926,Girik,Menon,Female,257981238780,BXHMT0633Q,Maharashtra,Pune,West,2024-03-21,Sales,Sales Representative,Bachelor,122043,Good,No,Reliance,1994-10-20,2024-09-17
00-18322800,Yagnesh,Mohan,Female,184325621689,WRKOL3641U,Delhi,New Delhi,North,2021-08-30,Customer Service,Help Desk Technician,Bachelor,104864,Excellent,No,Wipro,1992-03-09,2023-11-17
00-87984620,Jyoti,Solanki,Female,348262925188,YDIWS7844O,Telangana,Nizamabad,South,2020-07-21,Sales,Business Development Executive,Master,89779,Good,Yes,Zomato,1979-02-15,2021-01-17
00-95476210,Hemangini,Sandal,Female,331220994999,GGRJR4567L,Telangana,Hyderabad,South,2024-12-29,Operations,Inventory Specialist,High School,97862,Good,Yes,Wipro,1972-08-03,2025-06-27
00-62004039,Ganga,Pandey,Female,333060463331,EYLQR8847T,Maharashtra,Pune,West,2020-09-13,Operations,Operations Analyst,Bachelor,72509,Good,Yes,Zomato,1977-11-30,2023-08-26
00-61052956,Anika,Mohan,Male,980817703886,ZBKTZ1487J,Telangana,Hyderabad,South,2022-04-02,Customer Service,Support Executive,High School,115193,Good,No,Tech Mahindra,1982-12-14,2022-09-29
00-32345453,Jai,Hans,Male,927718129826,KLEPS2426W,Maharashtra,Pune,West,2019-04-25,Customer Service,Support Executive,High School,61784,Satisfactory,No,Ola Cabs,1997-05-23,2019-10-22
00-32010905,Qasim,Handa,Female,217518689268,JTXOR1817N,Karnataka,Mysuru,South,2022-03-20,Operations,Logistics Coordinator,Bachelor,73262,Good,Yes,Reliance,1987-10-31,2022-09-16
00-51542843,Veda,Malhotra,Male,521230940777,OAWGP4406H,West Bengal,Asansol,East,2022-09-21,Operations,Logistics Coordinator,Bachelor,127028,Excellent,No,Flipkart,1981-08-03,2023-03-20
00-47327686,Barkha,Chaudhry,Female,122050209945,XBKER6657F,Telangana,Hyderabad,South,2021-10-31,Operations,Logistics Coordinator,Bachelor,81051,Satisfactory,No,Tech Mahindra,1978-10-25,2022-07-07
00-87707540,Chaman,Karan,Male,245561681472,DWIKF2059Q,Gujarat,Ahmedabad,West,2018-05-12,Operations,Logistics Coordinator,Bachelor,65099,Excellent,No,TCS,1971-06-04,2023-12-15
00-74916146,Chasmum,Atwal,Male,795489952997,NQMEP7900U,Telangana,Hyderabad,South,2022-09-15,Finance,Accounts Executive,Bachelor,103486,Needs Improvement,Yes,Ola Cabs,2001-11-18,2023-03-14
00-25827722,Jonathan,Mahal,Female,760558303441,INIAR3760F,Delhi,Rohini,North,2022-01-17,Customer Service,Help Desk Technician,High School,86179,Good,No,HDFC Bank,1983-09-21,2022-07-16
00-54360949,Chatura,Master,Male,802727857608,HSINF6783E,Maharashtra,Nagpur,West,2023-09-11,Operations,Inventory Specialist,Bachelor,135748,Satisfactory,Yes,Reliance,1995-03-12,2024-03-09
00-14183991,Jonathan,Swaminathan,Female,929962914504,KMGLY2317Y,Karnataka,Mysuru,South,2018-02-07,Operations,Logistics Coordinator,Bachelor,105464,Needs Improvement,No,HDFC Bank,1998-11-06,2022-06-28
00-22429114,Advik,Mane,Female,882357845218,RDSLS5096T,Karnataka,Mysuru,South,2019-06-20,Operations,Logistics Coordinator,Bachelor,56595,Good,No,Paytm,1968-07-13,2023-08-14
00-21687128,Ridhi,Oak,Male,284094353344,NURHE1951R,Maharashtra,Pune,West,2018-03-09,Marketing,Content Creator,High School,62096,Needs Improvement,No,ICICI Bank,1971-09-01,2018-09-05
00-83734610,Charan,Krishnan,Female,593214958702,AXBJC3786W,Uttar Pradesh,Kanpur,North,2018-12-09,Operations,Inventory Specialist,Bachelor,74655,Good,No,Zomato,1993-08-02,2021-09-07
00-69839130,Vanya,Comar,Female,638179217174,RSMGF8693W,Karnataka,Mangaluru,South,2021-10-27,Sales,Sales Representative,Bachelor,95650,Satisfactory,Yes,HCL Technologies,2001-07-21,2022-04-25
00-54335867,Nandini,Swamy,Female,870171577245,PDCVU3675M,Gujarat,Vadodara,West,2023-01-27,IT,Software Engineer,Master,103075,Good,No,BYJU'S,2004-04-24,2023-07-26
00-65491233,Chatresh,Doshi,Male,927615396695,OGRCY5454R,Telangana,Warangal,South,2017-02-24,Operations,Logistics Coordinator,Bachelor,95575,Good,No,TCS,2004-08-05,2017-08-23
00-69755911,Daksha,Chada,Male,291965701329,XQADD5351V,West Bengal,Asansol,East,2017-12-28,Customer Service,Support Specialist,Bachelor,120832,Good,No,ICICI Bank,1988-06-01,2021-12-31
00-50229795,Jagat,Saha,Female,751909862405,XZAOZ1204S,Tamil Nadu,Coimbatore,South,2020-08-09,Sales,Sales Representative,Bachelor,100437,Good,No,L&T,1982-10-01,2021-02-05
00-93914843,Upkaar,Virk,Male,766832723865,VEZRD0074N,Delhi,Dwarka,North,2018-05-19,Customer Service,Support Executive,Bachelor,125383,Satisfactory,No,Wipro,1971-08-04,2019-06-05
00-21363335,Saanvi,Mishra,Female,896927868765,FLAMT7295B,Tamil Nadu,Chennai,South,2017-11-10,Sales,Business Development Executive,Bachelor,109176,Good,Yes,Infosys,2001-11-01,2021-12-20
00-86255745,Pushti,Mody,Female,297128478189,CMTYC6730K,Maharashtra,Mumbai,West,2019-07-26,Customer Service,Support Specialist,High School,105463,Excellent,No,Flipkart,1987-01-07,2020-01-22
00-11447323,Darpan,Chaudhary,Male,895654420949,GQPOR2704E,Telangana,Hyderabad,South,2019-12-11,Customer Service,Support Specialist,High School,139547,Good,Yes,Flipkart,1966-02-20,2020-06-08
00-20316277,Sarthak,Kakar,Female,529444019292,RJEUG1509E,Karnataka,Mysuru,South,2023-04-07,Operations,Inventory Specialist,Bachelor,94656,Good,No,BYJU'S,1966-03-18,2023-10-04
00-30689702,Finn,Dugar,Male,737239504102,MMMYX2632Q,Maharashtra,Mumbai,West,2023-03-29,IT,IT Support Specialist,High School,111075,Good,No,Paytm,1997-01-26,2023-09-25
00-68349054,Falan,Dugar,Male,758018569454,GCRKU7751K,Telangana,Hyderabad,South,2015-01-01,Operations,Logistics Coordinator,Bachelor,128331,Satisfactory,Yes,HCL Technologies,1982-07-08,2024-11-05
00-34148004,Shravya,Singhal,Female,110618175344,FACYR8967D,Maharashtra,Mumbai,West,2018-04-17,Operations,Operations Analyst,Master,57028,Needs Improvement,No,TCS,1992-09-22,2018-10-14
00-91159552,Vincent,Mani,Male,224471746542,UHBKZ2810G,Uttar Pradesh,Kanpur,North,2016-09-15,Sales,Sales Specialist,Master,77209,Good,No,BYJU'S,2005-04-24,2018-04-16
00-62698503,Sudiksha,Bobal,Female,228639174101,BSUAM6003E,Uttar Pradesh,Noida,North,2017-09-08,Finance,Accounts Payable Specialist,Bachelor,122851,Satisfactory,No,Zomato,1994-05-14,2024-12-03
00-54269149,Aishani,Hora,Male,977661830671,OYJRK6905K,Gujarat,Ahmedabad,West,2023-06-04,Sales,Sales Representative,Bachelor,60973,Good,Yes,TCS,1995-12-17,2023-12-01
00-71691749,Umang,Dixit,Male,428063461571,XLEAA9237U,Karnataka,Mangaluru,South,2022-11-27,Operations,Inventory Specialist,High School,101076,Good,No,Reliance,1978-12-30,2024-02-10
00-77066471,Lucky,Bora,Female,105050613878,DPYAD6490W,Maharashtra,Nagpur,West,2020-01-22,Sales,Sales Specialist,Master,126104,Good,Yes,HCL Technologies,1986-12-30,2021-05-06
00-27520478,Damyanti,Mani,Male,517929111799,FULVZ6395E,Uttar Pradesh,Kanpur,North,2015-06-09,Sales,Sales Specialist,PhD,65495,Good,Yes,ICICI Bank,1967-05-12,2019-02-14
00-38619492,Upadhriti,Modi,Female,611426258273,YBCWP7040F,Tamil Nadu,Chennai,South,2022-09-12,IT,IT Support Specialist,High School,81037,Good,No,TCS,1984-03-15,2023-03-11
00-97477181,Anita,Tella,Male,772324876329,RPSPC8345G,Uttar Pradesh,Kanpur,North,2020-07-16,Sales,Sales Representative,Bachelor,107588,Satisfactory,No,TCS,1980-09-12,2021-01-12
00-81162107,Raksha,Buch,Male,983734031277,ERBQH4387B,Uttar Pradesh,Noida,North,2024-08-06,Marketing,Content Creator,Bachelor,112266,Good,No,TCS,1994-11-07,2025-02-02
00-17040602,Rachana,Naidu,Female,307811379956,FRIUI0783H,Gujarat,Vadodara,West,2024-08-08,Marketing,Digital Marketing Associate,Bachelor,76523,Needs Improvement,No,TCS,1995-01-02,2025-02-04
